iter	Logloss	Accuracy
0	0.6336726455	0.9898571429
1	0.5600171441	0.995
2	0.4961490779	0.995
3	0.4529664693	0.995
4	0.4011406298	0.995
5	0.3637100355	0.9952857143
6	0.3289204313	0.995
7	0.2884632209	0.995
8	0.25209741	0.995
9	0.224391798	0.9992857143
10	0.2033302179	0.9994285714
11	0.1887299334	0.9992857143
12	0.1645051924	0.9994285714
13	0.145752829	0.9994285714
14	0.1300480026	0.9994285714
15	0.115616076	0.9994285714
16	0.1033852556	0.9994285714
17	0.09181197278	0.9994285714
18	0.08140500886	0.9995714286
19	0.07307013463	0.9994285714
20	0.06550716297	0.9994285714
21	0.05921176393	0.9994285714
22	0.05320388819	0.9994285714
23	0.04825474789	0.9995714286
24	0.04350021447	0.9995714286
25	0.03920956723	0.9995714286
26	0.03536413282	0.9997142857
27	0.03194319416	0.9998571429
28	0.0294233867	0.9998571429
29	0.02692029143	0.9998571429
30	0.02471226883	0.9998571429
31	0.0226387584	0.9998571429
32	0.02091477182	0.9998571429
33	0.01938187946	0.9998571429
34	0.01774578465	0.9998571429
35	0.01633122802	0.9998571429
36	0.01512766357	1
37	0.0137582996	0.9998571429
38	0.01271108601	1
39	0.011887575	0.9998571429
40	0.0112362005	0.9998571429
41	0.01029910828	0.9998571429
42	0.009620200341	0.9998571429
43	0.009083155312	0.9998571429
44	0.008555558794	0.9997142857
45	0.008005950683	0.9998571429
46	0.007502603407	0.9998571429
47	0.007118279259	0.9998571429
48	0.006708499394	0.9998571429
49	0.006266238422	0.9998571429
50	0.005876353025	0.9998571429
51	0.00557193045	0.9998571429
52	0.005289191881	0.9998571429
53	0.005047434062	0.9998571429
54	0.004784986102	0.9998571429
55	0.004627637173	0.9998571429
56	0.004372660333	0.9998571429
57	0.004358028734	0.9998571429
58	0.004331157243	0.9998571429
59	0.004298727638	0.9998571429
60	0.004265405798	0.9998571429
61	0.004243908266	0.9998571429
62	0.004018311847	0.9998571429
63	0.004003854419	0.9998571429
64	0.003815552964	0.9998571429
65	0.003647341232	1
66	0.003483564725	1
67	0.003371223412	1
68	0.003243775797	1
69	0.003212723277	1
70	0.003194968994	1
71	0.003178197511	1
72	0.003043016145	1
73	0.003032144426	1
74	0.003032143253	1
75	0.003023025037	1
76	0.00294655544	1
77	0.00294655146	1
78	0.002881474599	1
79	0.002881474599	1
80	0.002867506196	1
81	0.002746812303	1
82	0.002736394112	1
83	0.002708695853	1
84	0.002658540423	1
85	0.002658539546	1
86	0.002650817308	1
87	0.002616468354	1
88	0.002614160231	1
89	0.00255802798	1
90	0.002511673902	1
91	0.002483355548	1
92	0.002458215521	1
93	0.002447232899	1
94	0.002439163723	1
95	0.002423491457	1
96	0.002414416917	1
97	0.002387379693	1
98	0.002387378026	1
99	0.002387375112	1
100	0.002294350256	1
101	0.002287966111	1
102	0.002287959133	1
103	0.002283304157	1
104	0.002283299049	1
105	0.002279850022	1
106	0.002193666433	1
107	0.002181530882	1
108	0.002178289352	1
109	0.0021695946	1
110	0.00210930996	1
111	0.002105608283	1
112	0.002093938195	1
113	0.002088428312	1
114	0.002082736812	1
115	0.002078135922	1
116	0.002049916779	1
117	0.002040587032	1
118	0.002030767064	1
119	0.002030752318	1
120	0.002016129283	1
121	0.001973152488	1
122	0.001967777515	1
123	0.001963082257	1
124	0.001963082257	1
125	0.001945923453	1
126	0.001939425465	1
127	0.001939420842	1
128	0.00193523639	1
129	0.001935235906	1
130	0.001872675741	1
131	0.001864808422	1
132	0.001855918506	1
133	0.001818837584	1
134	0.001818837584	1
135	0.001816951267	1
136	0.001816944947	1
137	0.001781902488	1
138	0.001781894406	1
139	0.001781894292	1
140	0.001752394177	1
141	0.001752389881	1
142	0.001747828622	1
143	0.001737460735	1
144	0.001731412452	1
145	0.001724937156	1
146	0.001684719589	1
147	0.001684717557	1
148	0.001676434869	1
149	0.001667229956	1
150	0.00166722993	1
151	0.001667229655	1
152	0.001660225146	1
153	0.001660225109	1
154	0.001658850302	1
155	0.001658850265	1
156	0.001658850265	1
157	0.001658850265	1
158	0.001658848288	1
159	0.00165884738	1
160	0.001656599675	1
161	0.001656599675	1
162	0.001648292876	1
163	0.001648288923	1
164	0.001648285456	1
165	0.001640434071	1
166	0.001640432948	1
167	0.001640432948	1
168	0.001640429591	1
169	0.001640429571	1
170	0.001640428267	1
171	0.001640365235	1
172	0.001612208686	1
173	0.001607520876	1
174	0.001596618667	1
175	0.001592158821	1
176	0.0015921587	1
177	0.0015921587	1
178	0.001592158579	1
179	0.001592158458	1
180	0.001592155918	1
181	0.001592153996	1
182	0.001592147125	1
183	0.001571304152	1
184	0.001560663139	1
185	0.001558868764	1
186	0.001558866556	1
187	0.001558866556	1
188	0.001558866556	1
189	0.001558865112	1
190	0.001553159262	1
191	0.001553159262	1
192	0.001545923336	1
193	0.001545923128	1
194	0.001543597485	1
195	0.001538809035	1
196	0.001538805423	1
197	0.001538802267	1
198	0.00153595296	1
199	0.001535952132	1
200	0.001531431704	1
201	0.001531428205	1
202	0.001531403717	1
203	0.001531402644	1
204	0.001531402644	1
205	0.001518490676	1
206	0.00151111983	1
207	0.001511119815	1
208	0.001507012031	1
209	0.00150491851	1
210	0.001490905603	1
211	0.001490905603	1
212	0.001484388641	1
213	0.001478971194	1
214	0.001478971194	1
215	0.001474299527	1
216	0.001468272874	1
217	0.001463822287	1
218	0.001437389462	1
219	0.001429323049	1
220	0.001429323049	1
221	0.001421009634	1
222	0.001421009634	1
223	0.001396821796	1
224	0.001393353912	1
225	0.001393353399	1
226	0.001393351446	1
227	0.001393350915	1
228	0.001386128893	1
229	0.001382703036	1
230	0.00135837791	1
231	0.001354638043	1
232	0.001342095604	1
233	0.001335086329	1
234	0.001335085243	1
235	0.001335083428	1
236	0.001335081073	1
237	0.00132716905	1
238	0.001327165996	1
239	0.001327165996	1
240	0.001326789845	1
241	0.001326778761	1
242	0.001322567839	1
243	0.001322566119	1
244	0.001322559778	1
245	0.001322555849	1
246	0.001322555849	1
247	0.001317944267	1
248	0.001315094447	1
249	0.001300602134	1
250	0.001300602086	1
251	0.001296729936	1
252	0.001296729153	1
253	0.001296722449	1
254	0.001296242841	1
255	0.00129624282	1
256	0.00129624282	1
257	0.00129624282	1
258	0.001271050661	1
259	0.001271048942	1
260	0.001271047397	1
261	0.00127104339	1
262	0.00127104339	1
263	0.001271040009	1
264	0.00127104	1
265	0.001249962254	1
266	0.001249961782	1
267	0.001249958807	1
268	0.001249958291	1
269	0.001241880354	1
270	0.001241874486	1
271	0.001241873845	1
272	0.001236244677	1
273	0.001236244677	1
274	0.001236244676	1
275	0.001234238949	1
276	0.001234238949	1
277	0.001234238949	1
278	0.00123423046	1
279	0.001234227557	1
280	0.001234225346	1
281	0.001234225346	1
282	0.001234221075	1
283	0.001234213991	1
284	0.001234212446	1
285	0.001234210427	1
286	0.001234210422	1
287	0.001232624514	1
288	0.001232624504	1
289	0.001232620182	1
290	0.001232613481	1
291	0.001232601219	1
292	0.001232601202	1
293	0.001232599765	1
294	0.001221014022	1
295	0.001221011739	1
296	0.001221010008	1
297	0.00121651953	1
298	0.001216517298	1
299	0.001196009206	1
300	0.001196004784	1
301	0.001195995553	1
302	0.001195995545	1
303	0.001195995497	1
304	0.001195995497	1
305	0.001195995495	1
306	0.001195995495	1
307	0.001195992918	1
308	0.001195986605	1
309	0.001195985418	1
310	0.001195982668	1
311	0.001195982629	1
312	0.001195982629	1
313	0.001192353454	1
314	0.001192353454	1
315	0.001192353065	1
316	0.001192351761	1
317	0.00119235078	1
318	0.001192348854	1
319	0.001192346987	1
320	0.001192346986	1
321	0.001192346966	1
322	0.001192346966	1
323	0.001192345652	1
324	0.001192341483	1
325	0.001192336465	1
326	0.001192335922	1
327	0.001191071103	1
328	0.001191071103	1
329	0.001191071103	1
330	0.00119106786	1
331	0.001191066315	1
332	0.001191063727	1
333	0.001191061985	1
334	0.001191061985	1
335	0.001191061985	1
336	0.001191056923	1
337	0.00119105484	1
338	0.001191052634	1
339	0.001191045451	1
340	0.001191043712	1
341	0.001191043671	1
342	0.00118929086	1
343	0.001189289571	1
344	0.001189289571	1
345	0.001189287446	1
346	0.00118927712	1
347	0.001189275823	1
348	0.001189275823	1
349	0.001189273567	1
350	0.001189273567	1
351	0.001189272114	1
352	0.001189269789	1
353	0.001189264962	1
354	0.00118926216	1
355	0.001189260232	1
356	0.00118925595	1
357	0.001181621046	1
358	0.001181619342	1
359	0.001181619342	1
360	0.001179531266	1
361	0.001179530046	1
362	0.00117952824	1
363	0.001179528213	1
364	0.00117707539	1
365	0.001177071695	1
366	0.00117707028	1
367	0.001177068819	1
368	0.001177067053	1
369	0.001176341909	1
370	0.001176325523	1
371	0.001176321595	1
372	0.001176321595	1
373	0.001170298043	1
374	0.001170295326	1
375	0.00117029517	1
376	0.001170295135	1
377	0.001170293012	1
378	0.001170293012	1
379	0.001169784264	1
380	0.001169782489	1
381	0.001169780982	1
382	0.001169780982	1
383	0.001169780982	1
384	0.001169780392	1
385	0.001169778656	1
386	0.001169778656	1
387	0.001169775692	1
388	0.001169774295	1
389	0.001169770116	1
390	0.001169770116	1
391	0.001169763824	1
392	0.001169761753	1
393	0.001169760798	1
394	0.001169760798	1
395	0.001169760798	1
396	0.001169758727	1
397	0.001169758032	1
398	0.001169757361	1
399	0.001169755847	1
400	0.001169755847	1
401	0.001169752156	1
402	0.001169752156	1
403	0.001169750445	1
404	0.00116974871	1
405	0.001169746209	1
406	0.001169746053	1
407	0.001169745082	1
408	0.00116974385	1
409	0.001169741374	1
410	0.001169736818	1
411	0.001169733124	1
412	0.001169729845	1
413	0.001169727842	1
414	0.001169726241	1
415	0.001169726148	1
416	0.001169723325	1
417	0.001169723325	1
418	0.001169722785	1
419	0.001169722785	1
420	0.001169721923	1
421	0.001163974785	1
422	0.001163973968	1
423	0.001162665678	1
424	0.001162665678	1
425	0.00116266018	1
426	0.001162658196	1
427	0.001157740946	1
428	0.001157740946	1
429	0.001157740771	1
430	0.001156480959	1
431	0.001151074222	1
432	0.001149637987	1
433	0.001149635161	1
434	0.001148334592	1
435	0.001148332579	1
436	0.001142912573	1
437	0.001142911579	1
438	0.001142907309	1
439	0.00114290547	1
440	0.001142904454	1
441	0.001142902423	1
442	0.001142899027	1
443	0.001142898011	1
444	0.001142895592	1
445	0.001142893521	1
446	0.001142889557	1
447	0.001142888534	1
448	0.001142887435	1
449	0.001142885975	1
450	0.001142879809	1
451	0.001142878681	1
452	0.001142878681	1
453	0.001142873018	1
454	0.00114286946	1
455	0.001142868938	1
456	0.001142868938	1
457	0.001142865347	1
458	0.00114286445	1
459	0.0011428625	1
460	0.0011428625	1
461	0.001142857281	1
462	0.001142852498	1
463	0.001142851937	1
464	0.001142847398	1
465	0.001142844728	1
466	0.001142844342	1
467	0.001142842141	1
468	0.001142842141	1
469	0.001142840681	1
470	0.001142837482	1
471	0.001141612487	1
472	0.001141606459	1
473	0.001141602682	1
474	0.001141597864	1
475	0.001141596806	1
476	0.001141593711	1
477	0.001141591534	1
478	0.001141578062	1
479	0.001141577143	1
480	0.001141572073	1
481	0.001141568517	1
482	0.001141563803	1
483	0.001141560589	1
484	0.001141556548	1
485	0.001141555825	1
486	0.00114155227	1
487	0.001141551256	1
488	0.001141550168	1
489	0.001141548569	1
490	0.001141000143	1
491	0.001140999578	1
492	0.001140993326	1
493	0.001140992428	1
494	0.001140990891	1
495	0.001140989552	1
496	0.0011409856	1
497	0.001140985214	1
498	0.001139938039	1
499	0.001139560263	1
500	0.001139557773	1
501	0.001139557063	1
502	0.001139553869	1
503	0.001139547379	1
504	0.001139545891	1
505	0.001138247234	1
506	0.001138245451	1
507	0.001138243589	1
508	0.001138243589	1
509	0.001138241806	1
510	0.001138239542	1
511	0.001137221118	1
512	0.001136822363	1
513	0.001136821756	1
514	0.001136790787	1
515	0.001135672372	1
516	0.001135662768	1
517	0.00113566251	1
518	0.001135653726	1
519	0.001135651799	1
520	0.001135650586	1
521	0.001135649255	1
522	0.001135647329	1
523	0.001135646729	1
524	0.001135641934	1
525	0.001135640721	1
526	0.001134406993	1
527	0.001134406504	1
528	0.001134405152	1
529	0.001134402779	1
530	0.001134381949	1
531	0.001134381122	1
532	0.001134381122	1
533	0.001134378708	1
534	0.001134374391	1
535	0.001134373563	1
536	0.001134369957	1
537	0.001134368937	1
538	0.001134368937	1
539	0.001134368502	1
540	0.001134365156	1
541	0.00113436397	1
542	0.001133261604	1
543	0.001133261604	1
544	0.001133260573	1
545	0.001133259637	1
546	0.001133258743	1
547	0.001133257848	1
548	0.001133257519	1
549	0.001133256986	1
550	0.001133256051	1
551	0.001133255223	1
552	0.00113325193	1
553	0.00113325193	1
554	0.001133247236	1
555	0.00113324489	1
556	0.001133244126	1
557	0.00113324178	1
558	0.001133240886	1
559	0.001133240216	1
560	0.001132170467	1
561	0.001132169802	1
562	0.001132168908	1
563	0.001132168112	1
564	0.001132167783	1
565	0.001132166997	1
566	0.001132166332	1
567	0.001132164014	1
568	0.001132161696	1
569	0.001132161031	1
570	0.001132160204	1
571	0.001132159875	1
572	0.001132159546	1
573	0.001132159039	1
574	0.001132158513	1
575	0.001132158185	1
576	0.001132153545	1
577	0.001132150916	1
578	0.001132149586	1
579	0.001132147269	1
580	0.00113214694	1
581	0.001132144623	1
582	0.001132142305	1
583	0.001132140975	1
584	0.001132140152	1
585	0.001132138052	1
586	0.001132135951	1
587	0.001132135623	1
588	0.001132133203	1
589	0.00113213238	1
590	0.001132125764	1
591	0.001132124937	1
592	0.001132122619	1
593	0.001132120519	1
594	0.001132119332	1
595	0.001132118506	1
596	0.001132115217	1
597	0.001132114888	1
598	0.001132113994	1
599	0.001132109362	1
600	0.001132107262	1
601	0.00113210644	1
602	0.001132101809	1
603	0.001132099936	1
604	0.001132099357	1
605	0.001132098044	1
606	0.001132096732	1
607	0.00113209507	1
608	0.001132094491	1
609	0.001132094491	1
610	0.001132076019	1
611	0.001132076019	1
612	0.001132075441	1
613	0.001132073149	1
614	0.001132072625	1
615	0.001132072338	1
616	0.001132071516	1
617	0.001132068177	1
618	0.001132068177	1
619	0.001132068177	1
620	0.001132067652	1
621	0.001132066831	1
622	0.001132066046	1
623	0.001132063424	1
624	0.001132063424	1
625	0.001132062603	1
626	0.001132057972	1
627	0.001132053342	1
628	0.001132051029	1
629	0.001132051029	1
630	0.001132050208	1
631	0.001132049386	1
632	0.001132048337	1
633	0.001132043708	1
634	0.001132042887	1
635	0.001132042061	1
636	0.001132041407	1
637	0.001132040752	1
638	0.001132039927	1
639	0.001132039927	1
640	0.001132039273	1
641	0.001132037613	1
642	0.001132036958	1
643	0.00113203638	1
644	0.001132035223	1
645	0.001132034398	1
646	0.001132026007	1
647	0.001132026007	1
648	0.001132021384	1
649	0.001132019513	1
650	0.001132018687	1
651	0.001132018033	1
652	0.001132016985	1
653	0.001132015936	1
654	0.001132012601	1
655	0.001132011947	1
656	0.001132011369	1
657	0.001132008755	1
658	0.001132006141	1
659	0.001132005357	1
660	0.001132000736	1
661	0.001131998424	1
662	0.001131996112	1
663	0.001131991492	1
664	0.00113198985	1
665	0.001131987539	1
666	0.001131987372	1
667	0.001131986067	1
668	0.001131983758	1
669	0.001131982453	1
670	0.001131980144	1
671	0.001131977835	1
672	0.001131973643	1
673	0.001131973643	1
674	0.001131972339	1
675	0.001131970031	1
676	0.001131967722	1
677	0.001131966419	1
678	0.001131965767	1
679	0.001131962468	1
680	0.001131960827	1
681	0.001131958519	1
682	0.001131956878	1
683	0.001131955238	1
684	0.001131953598	1
685	0.00113195129	1
686	0.001131942909	1
687	0.001131940814	1
688	0.001131937517	1
689	0.00113193647	1
690	0.00113193647	1
691	0.001131931855	1
692	0.001131931855	1
693	0.001131927241	1
694	0.001131927241	1
695	0.001131927241	1
696	0.001131923052	1
697	0.001131923052	1
698	0.001131923052	1
699	0.001131920745	1
700	0.001131919106	1
701	0.001131916799	1
702	0.001131916799	1
703	0.001131916632	1
704	0.001131914326	1
705	0.00113191202	1
706	0.001131909713	1
707	0.001131909388	1
708	0.001131909063	1
709	0.001131906462	1
710	0.001131905885	1
711	0.001131904732	1
712	0.001131903579	1
713	0.001131900284	1
714	0.001131899131	1
715	0.001131895836	1
716	0.001131892543	1
717	0.001131889943	1
718	0.001131887345	1
719	0.001131886821	1
720	0.001131886655	1
721	0.001131885754	1
722	0.001131884116	1
723	0.001131884035	1
724	0.001131883868	1
725	0.00113188223	1
726	0.001131881445	1
727	0.001131881364	1
728	0.001131881282	1
729	0.00113188013	1
730	0.001131878978	1
731	0.001131877825	1
732	0.001131877744	1
733	0.001131877663	1
734	0.001131874371	1
735	0.001131873219	1
736	0.001131871582	1
737	0.001131870429	1
738	0.001131870348	1
739	0.001131868694	1
740	0.001131867541	1
741	0.00113186746	1
742	0.001131860811	1
743	0.001131859246	1
744	0.001131858723	1
745	0.001131857901	1
746	0.001131855305	1
747	0.001131855224	1
748	0.001131853588	1
749	0.001131852436	1
750	0.001131852355	1
751	0.001131852274	1
752	0.001131850181	1
753	0.0011318501	1
754	0.001131848948	1
755	0.001131847796	1
756	0.001131846161	1
757	0.001131845009	1
758	0.001131841722	1
