iter	Logloss	Accuracy
759	0.00113184057	1
760	0.001131837249	1
761	0.001131833929	1
762	0.001131824714	1
763	0.001131824714	1
764	0.001131823563	1
765	0.001131823482	1
766	0.00113182233	1
767	0.001131822249	1
768	0.001131822168	1
769	0.001131821347	1
770	0.001131821266	1
771	0.001131819931	1
772	0.00113181985	1
773	0.001131818216	1
774	0.001131817395	1
775	0.001131816574	1
776	0.001131816493	1
777	0.001131815342	1
778	0.001131814521	1
779	0.001131813369	1
780	0.001131810051	1
781	0.001131809231	1
782	0.001131808079	1
783	0.001131807296	1
784	0.001131803979	1
785	0.001131802347	1
786	0.001131801196	1
787	0.001131798604	1
788	0.001131798523	1
789	0.001131797703	1
790	0.001131796922	1
791	0.001131789456	1
792	0.001131784851	1
793	0.001131780247	1
794	0.001131778952	1
795	0.001131774349	1
796	0.001131773198	1
797	0.001131771567	1
798	0.001131770416	1
799	0.001131769265	1
800	0.001131768482	1
801	0.001131759278	1
802	0.001131758458	1
803	0.001131750094	1
804	0.001131747508	1
805	0.001131746725	1
806	0.001131744425	1
807	0.001131743132	1
808	0.001131740832	1
809	0.001131737519	1
810	0.001131734241	1
811	0.001131732949	1
812	0.001131730649	1
813	0.001131730569	1
814	0.001131728269	1
815	0.001131726933	1
816	0.001131723621	1
817	0.001131721322	1
818	0.001131721241	1
819	0.001131721074	1
820	0.001131719444	1
821	0.001131717145	1
822	0.001131713869	1
823	0.00113171157	1
824	0.001131711489	1
825	0.00113170919	1
826	0.001131707632	1
827	0.001131706986	1
828	0.001131704688	1
829	0.001131704042	1
830	0.001131697457	1
831	0.001131697376	1
832	0.001131695286	1
833	0.001131693658	1
834	0.00113169284	1
835	0.00113169075	1
836	0.001131689972	1
837	0.001131687673	1
838	0.001131685375	1
839	0.001131685208	1
840	0.001131684563	1
841	0.001131684563	1
842	0.001131683918	1
843	0.001131683273	1
844	0.001131682628	1
845	0.001131678033	1
846	0.001131677388	1
847	0.001131676743	1
848	0.001131672149	1
849	0.001131668877	1
850	0.001131664282	1
851	0.001131663638	1
852	0.001131663471	1
853	0.001131660165	1
854	0.001131655571	1
855	0.001131654423	1
856	0.001131652126	1
857	0.001131651346	1
858	0.001131651059	1
859	0.001131650415	1
860	0.001131649771	1
861	0.001131649127	1
862	0.001131645857	1
863	0.001131645213	1
864	0.001131644926	1
865	0.001131644258	1
866	0.001131643614	1
867	0.001131641988	1
868	0.001131641344	1
869	0.0011316397	1
870	0.001131638074	1
871	0.001131637787	1
872	0.001131637144	1
873	0.001131635518	1
874	0.001131634944	1
875	0.001131634301	1
876	0.001131633658	1
877	0.001131633014	1
878	0.001131631728	1
879	0.001131630103	1
880	0.001131629816	1
881	0.001131628173	1
882	0.001131626887	1
883	0.001131625601	1
884	0.001131624316	1
885	0.001131624029	1
886	0.001131622744	1
887	0.001131622457	1
888	0.001131621172	1
889	0.001131619887	1
890	0.001131619601	1
891	0.001131618557	1
892	0.00113161827	1
893	0.001131615702	1
894	0.001131615032	1
895	0.001131614745	1
896	0.001131614459	1
897	0.001131612834	1
898	0.001131612547	1
899	0.00113160998	1
900	0.00113160998	1
901	0.00113160998	1
902	0.001131609693	1
903	0.00113160841	1
904	0.001131607127	1
905	0.00113160254	1
906	0.001131597953	1
907	0.001131597953	1
908	0.001131593367	1
909	0.00113159308	1
910	0.001131592794	1
911	0.001131591239	1
912	0.001131590918	1
913	0.001131586333	1
914	0.001131584708	1
915	0.001131584421	1
916	0.001131584101	1
917	0.001131583815	1
918	0.001131580549	1
919	0.001131580229	1
920	0.001131576964	1
921	0.001131576678	1
922	0.001131576391	1
923	0.001131576071	1
924	0.001131569577	1
925	0.001131569291	1
926	0.00113156897	1
927	0.001131565708	1
928	0.001131565422	1
929	0.001131565135	1
930	0.001131564849	1
931	0.001131564528	1
932	0.001131564242	1
933	0.001131560069	1
934	0.001131556807	1
935	0.001131556487	1
936	0.001131553227	1
937	0.001131552907	1
938	0.001131549647	1
939	0.001131549567	1
940	0.001131549281	1
941	0.001131546022	1
942	0.001131545736	1
943	0.001131545449	1
944	0.001131545369	1
945	0.001131545083	1
946	0.001131545003	1
947	0.001131544716	1
948	0.00113154443	1
949	0.001131540257	1
950	0.001131540177	1
951	0.00113153989	1
952	0.00113153981	1
953	0.001131536552	1
954	0.001131536266	1
955	0.001131536186	1
956	0.001131532929	1
957	0.001131532033	1
958	0.001131531746	1
959	0.00113153146	1
960	0.001131528204	1
961	0.001131526584	1
962	0.001131524965	1
963	0.001131524885	1
964	0.001131524805	1
965	0.001131520633	1
966	0.001131520633	1
967	0.001131520346	1
968	0.00113152006	1
969	0.00113151998	1
970	0.001131513435	1
971	0.001131513355	1
972	0.001131513275	1
973	0.001131511656	1
974	0.00113151137	1
975	0.001131510557	1
976	0.00113151027	1
977	0.001131506984	1
978	0.001131506697	1
979	0.001131504138	1
980	0.001131502859	1
981	0.00113150158	1
982	0.001131499963	1
983	0.001131498328	1
984	0.001131498248	1
985	0.001131498168	1
986	0.001131498088	1
987	0.001131498008	1
988	0.001131497928	1
989	0.001131497849	1
990	0.001131495558	1
991	0.001131488117	1
992	0.001131488038	1
993	0.001131487958	1
994	0.001131485667	1
995	0.001131484855	1
996	0.00113148157	1
997	0.001131480758	1
998	0.001131479142	1
999	0.001131479062	1
